Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;defectFixed;defectType;numberRepairs;phoneType
307;Repair (Complex);SolverC1;1970/01/07 11:35:00.000;1970/01/07 11:52:00.000;Variant 1;1;;;;
307;Inform User;System;1970/01/07 11:37:00.000;1970/01/07 11:37:00.000;Variant 1;1;;;;
307;Test Repair;Tester2;1970/01/07 11:52:00.000;1970/01/07 11:58:00.000;Variant 1;1;true;;0;
307;Archive Repair;System;1970/01/07 12:06:00.000;1970/01/07 12:06:00.000;Variant 1;1;true;;0;
308;Register;System;1970/01/07 17:39:00.000;1970/01/07 17:39:00.000;Variant 5;5;;;;
308;Analyze Defect;Tester5;1970/01/07 17:39:00.000;1970/01/07 17:46:00.000;Variant 5;5;;6;;T2
308;Repair (Simple);SolverS3;1970/01/07 18:02:00.000;1970/01/07 18:14:00.000;Variant 5;5;;;;
308;Inform User;System;1970/01/07 18:06:00.000;1970/01/07 18:06:00.000;Variant 5;5;;;;
308;Test Repair;Tester5;1970/01/07 18:14:00.000;1970/01/07 18:22:00.000;Variant 5;5;true;;1;
308;Archive Repair;System;1970/01/07 18:29:00.000;1970/01/07 18:29:00.000;Variant 5;5;true;;1;
309;Register;System;1970/01/07 12:38:00.000;1970/01/07 12:38:00.000;Variant 2;2;;;;
309;Analyze Defect;Tester2;1970/01/07 12:38:00.000;1970/01/07 12:44:00.000;Variant 2;2;;7;;T2
309;Repair (Complex);SolverC2;1970/01/07 13:09:00.000;1970/01/07 13:19:00.000;Variant 2;2;;;;
309;Test Repair;Tester2;1970/01/07 13:19:00.000;1970/01/07 13:29:00.000;Variant 2;2;true;;0;
309;Inform User;System;1970/01/07 13:23:00.000;1970/01/07 13:23:00.000;Variant 2;2;;;;
309;Archive Repair;System;1970/01/07 13:38:00.000;1970/01/07 13:38:00.000;Variant 2;2;true;;0;
31;Register;System;1970/01/02 07:07:00.000;1970/01/02 07:07:00.000;Variant 3;3;;;;
31;Analyze Defect;Tester3;1970/01/02 07:07:00.000;1970/01/02 07:15:00.000;Variant 3;3;;4;;T3
31;Repair (Simple);SolverS3;1970/01/02 07:43:00.000;1970/01/02 07:53:00.000;Variant 3;3;;;;
31;Test Repair;Tester3;1970/01/02 07:53:00.000;1970/01/02 08:00:00.000;Variant 3;3;true;;1;
31;Inform User;System;1970/01/02 07:53:00.000;1970/01/02 07:53:00.000;Variant 3;3;;;;
31;Archive Repair;System;1970/01/02 08:08:00.000;1970/01/02 08:08:00.000;Variant 3;3;true;;1;
310;Register;System;1970/01/07 14:48:00.000;1970/01/07 14:48:00.000;Variant 3;3;;;;
310;Analyze Defect;Tester1;1970/01/07 14:48:00.000;1970/01/07 14:56:00.000;Variant 3;3;;2;;T1
310;Repair (Simple);SolverS3;1970/01/07 14:59:00.000;1970/01/07 15:13:00.000;Variant 3;3;;;;
310;Test Repair;Tester2;1970/01/07 15:13:00.000;1970/01/07 15:22:00.000;Variant 3;3;true;;1;
310;Inform User;System;1970/01/07 15:14:00.000;1970/01/07 15:14:00.000;Variant 3;3;;;;
310;Archive Repair;System;1970/01/07 15:28:00.000;1970/01/07 15:28:00.000;Variant 3;3;true;;1;
311;Register;System;1970/01/08 10:56:00.000;1970/01/08 10:56:00.000;Variant 4;4;;;;
311;Analyze Defect;Tester6;1970/01/08 10:56:00.000;1970/01/08 11:05:00.000;Variant 4;4;;8;;T3
311;Inform User;System;1970/01/08 11:23:00.000;1970/01/08 11:23:00.000;Variant 4;4;;;;
311;Repair (Complex);SolverC2;1970/01/08 11:29:00.000;1970/01/08 11:44:00.000;Variant 4;4;;;;
311;Test Repair;Tester4;1970/01/08 11:44:00.000;1970/01/08 11:52:00.000;Variant 4;4;true;;0;
311;Archive Repair;System;1970/01/08 11:57:00.000;1970/01/08 11:57:00.000;Variant 4;4;true;;0;
312;Register;System;1970/01/07 23:24:00.000;1970/01/07 23:24:00.000;Variant 2;2;;;;
312;Analyze Defect;Tester3;1970/01/07 23:24:00.000;1970/01/07 23:33:00.000;Variant 2;2;;7;;T3
312;Repair (Complex);SolverC1;1970/01/07 23:35:00.000;1970/01/07 23:54:00.000;Variant 2;2;;;;
312;Test Repair;Tester2;1970/01/07 23:54:00.000;1970/01/08 00:03:00.000;Variant 2;2;true;;0;
312;Inform User;System;1970/01/07 23:59:00.000;1970/01/07 23:59:00.000;Variant 2;2;;;;
312;Archive Repair;System;1970/01/08 00:09:00.000;1970/01/08 00:09:00.000;Variant 2;2;true;;0;
313;Register;System;1970/01/08 03:19:00.000;1970/01/08 03:19:00.000;Variant 2;2;;;;
313;Analyze Defect;Tester4;1970/01/08 03:19:00.000;1970/01/08 03:24:00.000;Variant 2;2;;10;;T1
313;Repair (Complex);SolverC1;1970/01/08 03:26:00.000;1970/01/08 03:46:00.000;Variant 2;2;;;;
313;Test Repair;Tester3;1970/01/08 03:46:00.000;1970/01/08 03:52:00.000;Variant 2;2;true;;0;
313;Inform User;System;1970/01/08 04:13:00.000;1970/01/08 04:13:00.000;Variant 2;2;;;;
313;Archive Repair;System;1970/01/08 04:13:00.000;1970/01/08 04:13:00.000;Variant 2;2;true;;0;
314;Register;System;1970/01/07 15:52:00.000;1970/01/07 15:52:00.000;Variant 1;1;;;;
314;Analyze Defect;Tester2;1970/01/07 15:52:00.000;1970/01/07 15:59:00.000;Variant 1;1;;5;;T1
314;Repair (Complex);SolverC3;1970/01/07 16:13:00.000;1970/01/07 16:55:00.000;Variant 1;1;;;;
314;Inform User;System;1970/01/07 16:22:00.000;1970/01/07 16:22:00.000;Variant 1;1;;;;
314;Test Repair;Tester5;1970/01/07 16:55:00.000;1970/01/07 17:00:00.000;Variant 1;1;true;;0;
314;Archive Repair;System;1970/01/07 17:07:00.000;1970/01/07 17:07:00.000;Variant 1;1;true;;0;
315;Register;System;1970/01/08 22:07:00.000;1970/01/08 22:07:00.000;Variant 2;2;;;;
315;Analyze Defect;Tester3;1970/01/08 22:07:00.000;1970/01/08 22:15:00.000;Variant 2;2;;6;;T3
315;Repair (Complex);SolverC1;1970/01/08 22:38:00.000;1970/01/08 22:52:00.000;Variant 2;2;;;;
315;Test Repair;Tester3;1970/01/08 22:52:00.000;1970/01/08 22:59:00.000;Variant 2;2;true;;0;
315;Inform User;System;1970/01/08 22:56:00.000;1970/01/08 22:56:00.000;Variant 2;2;;;;
315;Archive Repair;System;1970/01/08 23:05:00.000;1970/01/08 23:05:00.000;Variant 2;2;true;;0;
316;Register;System;1970/01/08 19:26:00.000;1970/01/08 19:26:00.000;Variant 2;2;;;;
316;Analyze Defect;Tester1;1970/01/08 19:26:00.000;1970/01/08 19:32:00.000;Variant 2;2;;7;;T1
316;Repair (Complex);SolverC1;1970/01/08 19:49:00.000;1970/01/08 20:05:00.000;Variant 2;2;;;;
316;Test Repair;Tester3;1970/01/08 20:05:00.000;1970/01/08 20:12:00.000;Variant 2;2;true;;0;
316;Inform User;System;1970/01/08 20:22:00.000;1970/01/08 20:22:00.000;Variant 2;2;;;;
316;Archive Repair;System;1970/01/08 20:22:00.000;1970/01/08 20:22:00.000;Variant 2;2;true;;0;
317;Register;System;1970/01/08 08:12:00.000;1970/01/08 08:12:00.000;Variant 2;2;;;;
317;Analyze Defect;Tester1;1970/01/08 08:12:00.000;1970/01/08 08:20:00.000;Variant 2;2;;5;;T3
317;Repair (Complex);SolverC1;1970/01/08 08:37:00.000;1970/01/08 08:47:00.000;Variant 2;2;;;;
317;Test Repair;Tester1;1970/01/08 08:47:00.000;1970/01/08 08:52:00.000;Variant 2;2;true;;0;
317;Inform User;System;1970/01/08 08:59:00.000;1970/01/08 08:59:00.000;Variant 2;2;;;;
317;Archive Repair;System;1970/01/08 09:00:00.000;1970/01/08 09:00:00.000;Variant 2;2;true;;0;
318;Register;System;1970/01/07 19:06:00.000;1970/01/07 19:06:00.000;Variant 2;2;;;;
318;Analyze Defect;Tester2;1970/01/07 19:06:00.000;1970/01/07 19:15:00.000;Variant 2;2;;8;;T1
318;Repair (Complex);SolverC1;1970/01/07 19:19:00.000;1970/01/07 19:34:00.000;Variant 2;2;;;;
318;Test Repair;Tester2;1970/01/07 19:34:00.000;1970/01/07 19:41:00.000;Variant 2;2;true;;0;
318;Inform User;System;1970/01/07 20:02:00.000;1970/01/07 20:02:00.000;Variant 2;2;;;;
318;Archive Repair;System;1970/01/07 20:02:00.000;1970/01/07 20:02:00.000;Variant 2;2;true;;0;
319;Register;System;1970/01/08 17:07:00.000;1970/01/08 17:07:00.000;Variant 18;18;;;;
319;Analyze Defect;Tester5;1970/01/08 17:07:00.000;1970/01/08 17:14:00.000;Variant 18;18;;2;;T3
319;Repair (Simple);SolverS1;1970/01/08 17:35:00.000;1970/01/08 17:40:00.000;Variant 18;18;;;;
319;Test Repair;Tester6;1970/01/08 17:40:00.000;1970/01/08 17:45:00.000;Variant 18;18;false;;1;
319;Restart Repair;System;1970/01/08 17:55:00.000;1970/01/08 17:55:00.000;Variant 18;18;;;;
319;Repair (Simple);SolverS2;1970/01/08 17:55:00.000;1970/01/08 18:10:00.000;Variant 18;18;;;;
319;Inform User;System;1970/01/08 18:02:00.000;1970/01/08 18:02:00.000;Variant 18;18;;;;
319;Test Repair;Tester3;1970/01/08 18:10:00.000;1970/01/08 18:15:00.000;Variant 18;18;false;;2;
319;Restart Repair;System;1970/01/08 18:23:00.000;1970/01/08 18:23:00.000;Variant 18;18;;;;
319;Repair (Simple);SolverS1;1970/01/08 18:23:00.000;1970/01/08 18:30:00.000;Variant 18;18;;;;
319;Test Repair;Tester1;1970/01/08 18:30:00.000;1970/01/08 18:37:00.000;Variant 18;18;false;;3;
319;Archive Repair;System;1970/01/08 18:44:00.000;1970/01/08 18:44:00.000;Variant 18;18;false;;3;
32;Register;System;1970/01/03 02:02:00.000;1970/01/03 02:02:00.000;Variant 1;1;;;;
32;Analyze Defect;Tester5;1970/01/03 02:02:00.000;1970/01/03 02:12:00.000;Variant 1;1;;7;;T2
32;Repair (Complex);SolverC1;1970/01/03 02:22:00.000;1970/01/03 02:36:00.000;Variant 1;1;;;;
32;Inform User;System;1970/01/03 02:33:00.000;1970/01/03 02:33:00.000;Variant 1;1;;;;
32;Test Repair;Tester4;1970/01/03 02:36:00.000;1970/01/03 02:41:00.000;Variant 1;1;true;;0;
32;Archive Repair;System;1970/01/03 02:47:00.000;1970/01/03 02:47:00.000;Variant 1;1;true;;0;
320;Register;System;1970/01/09 03:27:00.000;1970/01/09 03:27:00.000;Variant 20;20;;;;
320;Analyze Defect;Tester3;1970/01/09 03:27:00.000;1970/01/09 03:35:00.000;Variant 20;20;;6;;T3
320;Repair (Simple);SolverS2;1970/01/09 03:40:00.000;1970/01/09 03:51:00.000;Variant 20;20;;;;
320;Test Repair;Tester4;1970/01/09 03:51:00.000;1970/01/09 04:00:00.000;Variant 20;20;false;;1;
320;Restart Repair;System;1970/01/09 04:09:00.000;1970/01/09 04:09:00.000;Variant 20;20;;;;
320;Repair (Complex);SolverC2;1970/01/09 04:09:00.000;1970/01/09 04:28:00.000;Variant 20;20;;;;
320;Inform User;System;1970/01/09 04:23:00.000;1970/01/09 04:23:00.000;Variant 20;20;;;;
320;Test Repair;Tester3;1970/01/09 04:28:00.000;1970/01/09 04:35:00.000;Variant 20;20;true;;1;
320;Archive Repair;System;1970/01/09 04:42:00.000;1970/01/09 04:42:00.000;Variant 20;20;true;;1;
321;Register;System;1970/01/07 14:14:00.000;1970/01/07 14:14:00.000;Variant 1;1;;;;
321;Analyze Defect;Tester1;1970/01/07 14:14:00.000;1970/01/07 14:22:00.000;Variant 1;1;;7;;T1
321;Repair (Complex);SolverC3;1970/01/07 14:36:00.000;1970/01/07 15:20:00.000;Variant 1;1;;;;
321;Inform User;System;1970/01/07 15:09:00.000;1970/01/07 15:09:00.000;Variant 1;1;;;;
321;Test Repair;Tester1;1970/01/07 15:20:00.000;1970/01/07 15:27:00.000;Variant 1;1;true;;0;
321;Archive Repair;System;1970/01/07 15:34:00.000;1970/01/07 15:34:00.000;Variant 1;1;true;;0;
322;Register;System;1970/01/08 15:51:00.000;1970/01/08 15:51:00.000;Variant 2;2;;;;
322;Analyze Defect;Tester1;1970/01/08 15:51:00.000;1970/01/08 16:01:00.000;Variant 2;2;;6;;T1
322;Repair (Complex);SolverC2;1970/01/08 16:15:00.000;1970/01/08 16:29:00.000;Variant 2;2;;;;
322;Test Repair;Tester6;1970/01/08 16:29:00.000;1970/01/08 16:38:00.000;Variant 2;2;true;;0;
322;Inform User;System;1970/01/08 16:44:00.000;1970/01/08 16:44:00.000;Variant 2;2;;;;
322;Archive Repair;System;1970/01/08 16:46:00.000;1970/01/08 16:46:00.000;Variant 2;2;true;;0;
323;Register;System;1970/01/09 03:22:00.000;1970/01/09 03:22:00.000;Variant 1;1;;;;
323;Analyze Defect;Tester4;1970/01/09 03:22:00.000;1970/01/09 03:31:00.000;Variant 1;1;;8;;T2
323;Repair (Complex);SolverC3;1970/01/09 03:51:00.000;1970/01/09 04:31:00.000;Variant 1;1;;;;
323;Inform User;System;1970/01/09 03:54:00.000;1970/01/09 03:54:00.000;Variant 1;1;;;;
323;Test Repair;Tester4;1970/01/09 04:31:00.000;1970/01/09 04:36:00.000;Variant 1;1;true;;0;
323;Archive Repair;System;1970/01/09 04:41:00.000;1970/01/09 04:41:00.000;Variant 1;1;true;;0;
324;Register;System;1970/01/08 09:09:00.000;1970/01/08 09:09:00.000;Variant 4;4;;;;
324;Analyze Defect;Tester2;1970/01/08 09:09:00.000;1970/01/08 09:17:00.000;Variant 4;4;;9;;T2
324;Inform User;System;1970/01/08 09:41:00.000;1970/01/08 09:41:00.000;Variant 4;4;;;;
324;Repair (Complex);SolverC3;1970/01/08 09:47:00.000;1970/01/08 10:32:00.000;Variant 4;4;;;;
324;Test Repair;Tester6;1970/01/08 10:32:00.000;1970/01/08 10:37:00.000;Variant 4;4;true;;0;
324;Archive Repair;System;1970/01/08 10:46:00.000;1970/01/08 10:46:00.000;Variant 4;4;true;;0;
325;Register;System;1970/01/08 08:38:00.000;1970/01/08 08:38:00.000;Variant 3;3;;;;
325;Analyze Defect;Tester6;1970/01/08 08:38:00.000;1970/01/08 08:48:00.000;Variant 3;3;;4;;T2
325;Repair (Simple);SolverS3;1970/01/08 09:13:00.000;1970/01/08 09:29:00.000;Variant 3;3;;;;
325;Test Repair;Tester2;1970/01/08 09:29:00.000;1970/01/08 09:36:00.000;Variant 3;3;true;;1;
325;Inform User;System;1970/01/08 09:38:00.000;1970/01/08 09:38:00.000;Variant 3;3;;;;
325;Archive Repair;System;1970/01/08 09:42:00.000;1970/01/08 09:42:00.000;Variant 3;3;true;;1;
326;Register;System;1970/01/08 04:08:00.000;1970/01/08 04:08:00.000;Variant 1;1;;;;
326;Analyze Defect;Tester4;1970/01/08 04:08:00.000;1970/01/08 04:17:00.000;Variant 1;1;;8;;T1
326;Repair (Complex);SolverC2;1970/01/08 04:22:00.000;1970/01/08 04:41:00.000;Variant 1;1;;;;
326;Inform User;System;1970/01/08 04:32:00.000;1970/01/08 04:32:00.000;Variant 1;1;;;;
326;Test Repair;Tester3;1970/01/08 04:41:00.000;1970/01/08 04:47:00.000;Variant 1;1;true;;0;
326;Archive Repair;System;1970/01/08 04:57:00.000;1970/01/08 04:57:00.000;Variant 1;1;true;;0;
327;Register;System;1970/01/08 21:20:00.000;1970/01/08 21:20:00.000;Variant 1;1;;;;
327;Analyze Defect;Tester5;1970/01/08 21:20:00.000;1970/01/08 21:29:00.000;Variant 1;1;;5;;T3
327;Repair (Complex);SolverC3;1970/01/08 21:40:00.000;1970/01/08 22:22:00.000;Variant 1;1;;;;
327;Inform User;System;1970/01/08 21:50:00.000;1970/01/08 21:50:00.000;Variant 1;1;;;;
327;Test Repair;Tester4;1970/01/08 22:22:00.000;1970/01/08 22:27:00.000;Variant 1;1;true;;0;
327;Archive Repair;System;1970/01/08 22:36:00.000;1970/01/08 22:36:00.000;Variant 1;1;true;;0;
328;Register;System;1970/01/08 05:27:00.000;1970/01/08 05:27:00.000;Variant 4;4;;;;
328;Analyze Defect;Tester4;1970/01/08 05:27:00.000;1970/01/08 05:33:00.000;Variant 4;4;;9;;T1
328;Inform User;System;1970/01/08 05:53:00.000;1970/01/08 05:53:00.000;Variant 4;4;;;;
328;Repair (Complex);SolverC2;1970/01/08 06:01:00.000;1970/01/08 06:21:00.000;Variant 4;4;;;;
328;Test Repair;Tester6;1970/01/08 06:21:00.000;1970/01/08 06:30:00.000;Variant 4;4;true;;0;
328;Archive Repair;System;1970/01/08 06:36:00.000;1970/01/08 06:36:00.000;Variant 4;4;true;;0;
329;Register;System;1970/01/09 01:09:00.000;1970/01/09 01:09:00.000;Variant 4;4;;;;
329;Analyze Defect;Tester5;1970/01/09 01:09:00.000;1970/01/09 01:14:00.000;Variant 4;4;;7;;T1
329;Inform User;System;1970/01/09 01:34:00.000;1970/01/09 01:34:00.000;Variant 4;4;;;;
329;Repair (Complex);SolverC2;1970/01/09 01:42:00.000;1970/01/09 01:54:00.000;Variant 4;4;;;;
329;Test Repair;Tester5;1970/01/09 01:54:00.000;1970/01/09 02:02:00.000;Variant 4;4;true;;0;
329;Archive Repair;System;1970/01/09 02:11:00.000;1970/01/09 02:11:00.000;Variant 4;4;true;;0;
33;Register;System;1970/01/02 06:41:00.000;1970/01/02 06:41:00.000;Variant 1;1;;;;
33;Analyze Defect;Tester5;1970/01/02 06:41:00.000;1970/01/02 06:50:00.000;Variant 1;1;;8;;T2
33;Repair (Complex);SolverC2;1970/01/02 07:17:00.000;1970/01/02 07:37:00.000;Variant 1;1;;;;
33;Inform User;System;1970/01/02 07:19:00.000;1970/01/02 07:19:00.000;Variant 1;1;;;;
33;Test Repair;Tester5;1970/01/02 07:37:00.000;1970/01/02 07:42:00.000;Variant 1;1;true;;0;
33;Archive Repair;System;1970/01/02 07:51:00.000;1970/01/02 07:51:00.000;Variant 1;1;true;;0;
330;Register;System;1970/01/07 22:33:00.000;1970/01/07 22:33:00.000;Variant 36;36;;;;
330;Analyze Defect;Tester2;1970/01/07 22:33:00.000;1970/01/07 22:39:00.000;Variant 36;36;;9;;T2
330;Inform User;System;1970/01/07 23:04:00.000;1970/01/07 23:04:00.000;Variant 36;36;;;;
330;Repair (Complex);SolverC2;1970/01/07 23:07:00.000;1970/01/07 23:23:00.000;Variant 36;36;;;;
330;Test Repair;Tester4;1970/01/07 23:23:00.000;1970/01/07 23:33:00.000;Variant 36;36;false;;0;
330;Restart Repair;System;1970/01/07 23:43:00.000;1970/01/07 23:43:00.000;Variant 36;36;;;;
330;Repair (Complex);SolverC3;1970/01/07 23:43:00.000;1970/01/08 00:26:00.000;Variant 36;36;;;;
330;Test Repair;Tester1;1970/01/08 00:26:00.000;1970/01/08 00:32:00.000;Variant 36;36;true;;0;
330;Archive Repair;System;1970/01/08 00:41:00.000;1970/01/08 00:41:00.000;Variant 36;36;true;;0;
331;Register;System;1970/01/08 00:16:00.000;1970/01/08 00:16:00.000;Variant 1;1;;;;
331;Analyze Defect;Tester5;1970/01/08 00:16:00.000;1970/01/08 00:25:00.000;Variant 1;1;;7;;T2
331;Repair (Complex);SolverC1;1970/01/08 00:40:00.000;1970/01/08 00:57:00.000;Variant 1;1;;;;
331;Inform User;System;1970/01/08 00:49:00.000;1970/01/08 00:49:00.000;Variant 1;1;;;;
331;Test Repair;Tester4;1970/01/08 00:57:00.000;1970/01/08 01:05:00.000;Variant 1;1;true;;0;
331;Archive Repair;System;1970/01/08 01:10:00.000;1970/01/08 01:10:00.000;Variant 1;1;true;;0;
332;Register;System;1970/01/08 06:56:00.000;1970/01/08 06:56:00.000;Variant 6;6;;;;
332;Analyze Defect;Tester6;1970/01/08 06:56:00.000;1970/01/08 07:05:00.000;Variant 6;6;;1;;T3
332;Repair (Simple);SolverS1;1970/01/08 07:27:00.000;1970/01/08 07:33:00.000;Variant 6;6;;;;
332;Test Repair;Tester6;1970/01/08 07:33:00.000;1970/01/08 07:41:00.000;Variant 6;6;false;;1;
332;Inform User;System;1970/01/08 07:47:00.000;1970/01/08 07:47:00.000;Variant 6;6;;;;
332;Restart Repair;System;1970/01/08 07:51:00.000;1970/01/08 07:51:00.000;Variant 6;6;;;;
332;Repair (Simple);SolverS1;1970/01/08 07:51:00.000;1970/01/08 07:58:00.000;Variant 6;6;;;;
332;Test Repair;Tester1;1970/01/08 07:58:00.000;1970/01/08 08:05:00.000;Variant 6;6;false;;2;
332;Restart Repair;System;1970/01/08 08:12:00.000;1970/01/08 08:12:00.000;Variant 6;6;;;;
332;Repair (Simple);SolverS3;1970/01/08 08:12:00.000;1970/01/08 08:28:00.000;Variant 6;6;;;;
332;Test Repair;Tester5;1970/01/08 08:28:00.000;1970/01/08 08:35:00.000;Variant 6;6;true;;3;
332;Archive Repair;System;1970/01/08 08:43:00.000;1970/01/08 08:43:00.000;Variant 6;6;true;;3;
333;Register;System;1970/01/08 14:46:00.000;1970/01/08 14:46:00.000;Variant 17;17;;;;
333;Analyze Defect;Tester6;1970/01/08 14:46:00.000;1970/01/08 14:55:00.000;Variant 17;17;;3;;T1
333;Inform User;System;1970/01/08 15:10:00.000;1970/01/08 15:10:00.000;Variant 17;17;;;;
333;Repair (Simple);SolverS1;1970/01/08 15:21:00.000;1970/01/08 15:27:00.000;Variant 17;17;;;;
333;Test Repair;Tester4;1970/01/08 15:27:00.000;1970/01/08 15:32:00.000;Variant 17;17;false;;1;
333;Restart Repair;System;1970/01/08 15:42:00.000;1970/01/08 15:42:00.000;Variant 17;17;;;;
333;Repair (Simple);SolverS3;1970/01/08 15:42:00.000;1970/01/08 15:58:00.000;Variant 17;17;;;;
333;Test Repair;Tester6;1970/01/08 15:58:00.000;1970/01/08 16:07:00.000;Variant 17;17;true;;2;
333;Archive Repair;System;1970/01/08 16:15:00.000;1970/01/08 16:15:00.000;Variant 17;17;true;;2;
334;Register;System;1970/01/09 05:49:00.000;1970/01/09 05:49:00.000;Variant 1;1;;;;
334;Analyze Defect;Tester4;1970/01/09 05:49:00.000;1970/01/09 05:57:00.000;Variant 1;1;;5;;T3
334;Repair (Complex);SolverC2;1970/01/09 06:13:00.000;1970/01/09 06:33:00.000;Variant 1;1;;;;
334;Inform User;System;1970/01/09 06:19:00.000;1970/01/09 06:19:00.000;Variant 1;1;;;;
334;Test Repair;Tester4;1970/01/09 06:33:00.000;1970/01/09 06:41:00.000;Variant 1;1;true;;0;
334;Archive Repair;System;1970/01/09 06:47:00.000;1970/01/09 06:47:00.000;Variant 1;1;true;;0;
335;Register;System;1970/01/08 00:03:00.000;1970/01/08 00:03:00.000;Variant 2;2;;;;
335;Analyze Defect;Tester6;1970/01/08 00:03:00.000;1970/01/08 00:10:00.000;Variant 2;2;;7;;T3
335;Repair (Complex);SolverC1;1970/01/08 00:20:00.000;1970/01/08 00:35:00.000;Variant 2;2;;;;
335;Test Repair;Tester4;1970/01/08 00:35:00.000;1970/01/08 00:45:00.000;Variant 2;2;true;;0;
335;Inform User;System;1970/01/08 00:41:00.000;1970/01/08 00:41:00.000;Variant 2;2;;;;
335;Archive Repair;System;1970/01/08 00:52:00.000;1970/01/08 00:52:00.000;Variant 2;2;true;;0;
336;Register;System;1970/01/07 23:45:00.000;1970/01/07 23:45:00.000;Variant 2;2;;;;
336;Analyze Defect;Tester5;1970/01/07 23:45:00.000;1970/01/07 23:51:00.000;Variant 2;2;;9;;T2
336;Repair (Complex);SolverC1;1970/01/08 00:03:00.000;1970/01/08 00:20:00.000;Variant 2;2;;;;
336;Test Repair;Tester2;1970/01/08 00:20:00.000;1970/01/08 00:28:00.000;Variant 2;2;true;;0;
336;Inform User;System;1970/01/08 00:25:00.000;1970/01/08 00:25:00.000;Variant 2;2;;;;
336;Archive Repair;System;1970/01/08 00:33:00.000;1970/01/08 00:33:00.000;Variant 2;2;true;;0;
337;Register;System;1970/01/09 13:08:00.000;1970/01/09 13:08:00.000;Variant 4;4;;;;
337;Analyze Defect;Tester3;1970/01/09 13:08:00.000;1970/01/09 13:14:00.000;Variant 4;4;;7;;T1
337;Inform User;System;1970/01/09 13:37:00.000;1970/01/09 13:37:00.000;Variant 4;4;;;;
337;Repair (Complex);SolverC2;1970/01/09 13:39:00.000;1970/01/09 13:58:00.000;Variant 4;4;;;;
337;Test Repair;Tester1;1970/01/09 13:58:00.000;1970/01/09 14:06:00.000;Variant 4;4;true;;0;
337;Archive Repair;System;1970/01/09 14:16:00.000;1970/01/09 14:16:00.000;Variant 4;4;true;;0;
338;Register;System;1970/01/09 00:03:00.000;1970/01/09 00:03:00.000;Variant 9;9;;;;
338;Analyze Defect;Tester6;1970/01/09 00:03:00.000;1970/01/09 00:12:00.000;Variant 9;9;;1;;T2
338;Inform User;System;1970/01/09 00:36:00.000;1970/01/09 00:36:00.000;Variant 9;9;;;;
338;Repair (Simple);SolverS2;1970/01/09 00:40:00.000;1970/01/09 00:52:00.000;Variant 9;9;;;;
338;Test Repair;Tester6;1970/01/09 00:52:00.000;1970/01/09 00:57:00.000;Variant 9;9;true;;1;
338;Archive Repair;System;1970/01/09 01:03:00.000;1970/01/09 01:03:00.000;Variant 9;9;true;;1;
339;Register;System;1970/01/08 23:56:00.000;1970/01/08 23:56:00.000;Variant 16;16;;;;
339;Analyze Defect;Tester4;1970/01/08 23:56:00.000;1970/01/09 00:03:00.000;Variant 16;16;;1;;T3
339;Repair (Simple);SolverS1;1970/01/09 00:16:00.000;1970/01/09 00:23:00.000;Variant 16;16;;;;
339;Inform User;System;1970/01/09 00:23:00.000;1970/01/09 00:23:00.000;Variant 16;16;;;;
339;Test Repair;Tester2;1970/01/09 00:23:00.000;1970/01/09 00:33:00.000;Variant 16;16;false;;1;
339;Restart Repair;System;1970/01/09 00:42:00.000;1970/01/09 00:42:00.000;Variant 16;16;;;;
339;Repair (Simple);SolverS1;1970/01/09 00:42:00.000;1970/01/09 00:48:00.000;Variant 16;16;;;;
339;Test Repair;Tester5;1970/01/09 00:48:00.000;1970/01/09 00:55:00.000;Variant 16;16;false;;2;
339;Restart Repair;System;1970/01/09 01:05:00.000;1970/01/09 01:05:00.000;Variant 16;16;;;;
339;Repair (Simple);SolverS2;1970/01/09 01:05:00.000;1970/01/09 01:18:00.000;Variant 16;16;;;;
